216.71;715.0;112823.04
217.73;715.0;114332.38
218.74;715.0;115806.31
219.75;715.0;117303.82
220.76;715.0;118766.21
221.77;715.0;120251.99
222.78;715.0;121702.93
223.8;715.0;123177.06
224.81;715.0;124472.92
225.82;715.0;125792.88
226.82;715.0;126879.72
227.82;715.0;128105.68
228.84;715.0;128503.94
229.85;715.0;129384.27
230.86;715.0;130403.91
231.87;715.0;131843.5
232.88;715.0;133165.12
233.88;715.0;134453.93
234.89;715.0;135793.83
235.91;715.0;137211.99
236.91;715.0;138596.85
237.92;715.0;139783.5
238.92;715.0;141158.31
239.93;715.0;142555.08
240.94;715.0;143919.05
241.94;715.0;145304.79
242.95;715.0;146630.97
243.96;715.0;147978.97
244.97;715.0;149348.48
245.98;715.0;150685.81
246.99;715.0;152044.47
247.99;715.0;153371.21
249.0;715.0;154719.1
250.01;715.0;156035.3
251.02;715.0;157346.32
252.03;715.0;158678.23
253.03;715.0;159978.82
254.04;715.0;161274.26
255.05;715.0;162590.34
256.06;715.0;163875.46
257.07;715.0;165181.03
258.09;715.0;166481.33
259.09;715.0;167751.01
260.1;715.0;169015.65
261.11;715.0;170275.26
262.12;715.0;171579.94
263.13;715.0;172804.39
264.13;715.0;174024.06
265.14;715.0;175288.44
266.15;715.0;176523.02
267.16;715.0;177777.2
268.16;715.0;179001.82
269.17;715.0;180221.52
270.18;715.0;181460.56
271.18;715.0;182670.38
272.2;715.0;183875.32
273.2;715.0;185099.36
274.21;715.0;186294.51
275.22;715.0;187484.82
276.22;715.0;188670.31
277.24;715.0;189874.57
278.25;715.0;191050.37
279.26;715.0;192244.77
280.26;715.0;193410.93
281.27;715.0;194572.34
282.28;715.0;195729.01
283.29;715.0;196903.95
284.3;715.0;198073.97
285.3;715.0;199216.31
286.31;715.0;200353.96
287.32;715.0;201486.93
288.33;715.0;202637.75
289.34;715.0;203761.31
290.34;715.0;204902.55
291.35;715.0;206016.75
292.36;715.0;207148.46
293.37;715.0;208253.34
294.38;715.0;209353.62
295.39;715.0;210471.18
296.4;715.0;211562.22
297.41;715.0;212670.37
298.42;715.0;213752.21
299.42;715.0;214808.0
300.43;715.0;215880.85
301.44;715.0;216949.19
302.45;715.0;218034.26
303.46;715.0;219093.51
304.46;715.0;220169.32
305.48;715.0;221219.52
306.48;715.0;222265.26
307.49;715.0;223327.32
308.5;715.0;224364.07
309.51;715.0;225416.99
310.52;715.0;226465.32
311.53;715.0;227488.63
312.54;715.0;228507.53
313.54;715.0;229542.29
314.55;715.0;230552.34
315.56;715.0;231558.01
316.56;715.0;232559.33
317.57;715.0;233576.18
318.58;715.0;234588.52
319.59;715.0;235556.9
320.59;715.0;236560.41
321.6;715.0;237539.88
322.61;715.0;238534.5
323.62;715.0;239505.28
324.63;715.0;240491.06
325.63;715.0;241453.19
326.64;715.0;242411.05
327.65;715.0;243383.69
328.65;715.0;244332.95
329.66;715.0;245277.97
330.66;715.0;246218.76
331.67;715.0;247155.33
332.68;715.0;248106.28
333.68;715.0;249034.33
334.69;715.0;249976.62
335.71;715.0;250914.55
336.71;715.0;251829.87
337.73;715.0;252686.46
338.74;715.0;253629.89
339.74;715.0;254532.79
340.76;715.0;255449.47
341.77;715.0;256344.0
342.77;715.0;257252.15
343.78;715.0;258138.34
344.79;715.0;259020.4
345.8;715.0;259915.87
346.81;715.0;260789.64
347.81;715.0;261659.32
348.82;715.0;262542.18
349.83;715.0;263420.79
350.84;715.0;264278.06
351.85;715.0;265131.27
352.86;715.0;265997.37
353.87;715.0;266842.39
354.88;715.0;267700.14
355.88;715.0;268520.31
356.89;715.0;269369.84
357.9;715.0;270215.19
358.91;715.0;271039.91
359.92;715.0;271877.0
360.93;715.0;272693.63
361.93;715.0;273506.27
362.94;715.0;274314.93
363.95;715.0;275135.65
364.96;715.0;275936.28
365.96;715.0;276748.83
366.97;715.0;277541.45
367.98;715.0;278345.85
368.99;715.0;279130.49
369.99;715.0;279911.2
371.0;715.0;280687.97
372.01;715.0;281476.23
373.01;715.0;282245.08
374.02;715.0;283025.27
375.03;715.0;283786.22
376.04;715.0;284558.36
377.04;715.0;285311.44
378.05;715.0;286045.68
379.06;715.0;286791.06
380.07;715.0;287547.35
381.07;715.0;288284.9
382.07;715.0;289018.59
383.08;715.0;289762.98
384.09;715.0;290488.88
385.1;715.0;291210.94
386.1;715.0;291943.48
387.11;715.0;292657.78
388.12;715.0;293368.25
389.12;715.0;294088.99
390.13;715.0;294791.74
391.14;715.0;295504.62
392.15;715.0;296199.67
393.16;715.0;296890.92
394.17;715.0;297509.8
395.18;715.0;298030.02
396.19;715.0;298684.01
397.2;715.0;299375.06
398.21;715.0;300062.17
399.22;715.0;300544.83
400.23;715.0;301211.95
401.23;715.0;301703.2
402.24;715.0;302113.2
403.26;715.0;302745.19
404.27;715.0;303399.83
405.27;715.0;304063.71
406.27;715.0;304697.89
407.27;715.0;305354.14
408.29;715.0;305993.76
409.3;715.0;306629.65
410.31;715.0;307274.42
411.31;715.0;307902.8
412.32;715.0;308527.46
413.33;715.0;309160.8
414.34;715.0;309777.98
415.35;715.0;310403.69
416.35;715.0;311013.4
417.36;715.0;311619.43
418.37;715.0;312233.78
419.38;715.0;312832.37
420.39;715.0;313439.14
421.4;715.0;314030.31
422.41;715.0;314629.52
423.42;715.0;315213.29
424.42;715.0;315793.4
425.43;715.0;316381.35
426.44;715.0;316931.24
427.44;715.0;317500.47
428.44;715.0;318077.34
429.45;715.0;318639.23
430.46;715.0;319197.48
431.46;715.0;319752.1
432.48;715.0;320314.09
433.51;715.0;320872.3
434.56;715.0;321448.42
435.57;715.0;321988.21
436.58;715.0;322535.08
437.59;715.0;323067.58
438.6;715.0;323607.03
439.61;715.0;324132.27
440.62;715.0;324664.31
441.63;715.0;325182.29
442.64;715.0;325706.94
443.65;715.0;326217.68
444.67;715.0;326734.96
445.68;715.0;327248.51
446.68;715.0;327748.39
447.69;715.0;328244.71
448.7;715.0;328737.46
449.7;715.0;329226.65
450.71;715.0;329721.96
451.71;715.0;330203.97
452.71;715.0;330682.43
453.72;715.0;331166.8
454.74;715.0;331638.1
455.75;715.0;332115.18
456.76;715.0;332579.34
457.77;715.0;333049.14
458.78;715.0;333515.27
459.8;715.0;333977.72
460.8;715.0;334427.56
461.8;715.0;334873.87
462.82;715.0;335316.66
463.82;715.0;335764.7
464.83;715.0;336200.4
465.84;715.0;336632.59
466.85;715.0;337069.82
467.86;715.0;337494.94
468.87;715.0;337832.52
469.88;715.0;338209.61
470.89;715.0;338509.25
471.9;715.0;338873.02
472.91;715.0;339160.46
473.92;715.0;339535.63
474.93;715.0;339907.85
475.94;715.0;340293.11
476.95;715.0;340675.17
477.96;715.0;341046.16
478.96;715.0;341390.69
479.98;715.0;341437.47
480.99;715.0;341437.47
482.0;715.0;341437.47
483.01;715.0;341437.47
484.02;715.0;341437.47
485.03;715.0;341437.47
486.04;715.0;341437.47
487.05;715.0;341437.47
488.06;715.0;341437.47
489.07;715.0;341437.47
490.08;45000.0;78.5
491.1;45000.0;78.5
492.11;45000.0;78.5
493.12;45000.0;78.5
494.12;45000.0;78.5
495.13;45000.0;78.5
