0.07;17515.0;78.47;0.0
1.08;17515.0;78.47;0.0
2.08;17515.0;78.47;0.0
3.09;17515.0;78.47;0.0
4.1;17515.0;78.47;0.0
5.11;17515.0;78.47;0.0
6.11;17515.0;78.47;0.0
7.12;17515.0;78.47;0.0
8.13;17515.0;78.47;0.0
9.14;17515.0;78.47;0.0
10.14;17515.0;78.47;0.0
11.23;17515.0;78.47;0.0
12.26;17515.0;78.47;0.0
13.27;17515.0;78.47;0.0
14.27;17515.0;78.47;0.0
15.28;17515.0;78.47;0.0
16.29;17515.0;78.47;0.0
17.3;17515.0;78.47;0.0
18.3;17515.0;78.47;0.0
19.32;17515.0;78.47;0.0
20.32;17515.0;78.47;0.0
21.33;17515.0;78.47;0.0
22.35;17515.0;78.47;0.0
23.35;17515.0;78.47;0.0
24.36;17515.0;78.47;0.0
25.37;17515.0;78.47;0.0
26.38;17515.0;78.47;0.0
27.39;17515.0;78.47;0.0
28.4;17515.0;78.47;0.0
29.41;17515.0;78.47;0.0
30.42;17515.0;78.47;0.0
31.43;17515.0;78.47;0.0
32.44;17515.0;78.47;0.0
33.46;17515.0;78.47;0.0
34.46;17515.0;78.47;0.0
35.48;17515.0;78.47;0.0
36.48;17515.0;78.47;0.0
37.49;17515.0;78.47;0.0
38.5;17515.0;78.47;0.0
39.51;17515.0;78.47;0.0
40.52;17515.0;78.47;0.0
41.52;17515.0;78.47;0.0
42.53;17515.0;78.47;0.0
43.54;17515.0;78.47;0.0
44.55;17515.0;78.47;0.0
45.56;17515.0;78.47;0.0
46.57;17515.0;78.47;0.0
47.58;17515.0;78.47;0.0
48.59;17515.0;78.47;0.0
