0.08;17515.0;78.50433899031486
1.09;17515.0;78.50433870288543
2.1;17515.0;78.5043388933409
3.11;17515.0;78.50433866621461
4.12;17515.0;78.50433879508637
5.13;17515.0;78.50433892861474
6.14;17515.0;78.50433914526366
7.15;17515.0;78.50433875911403
8.15;17515.0;78.50433917483315
9.17;17515.0;78.50433860043995
10.25;17515.0;78.50433954270557
11.26;17515.0;78.50433870195411
12.27;17515.0;78.50433849194087
13.28;17515.0;78.50433845457155
14.28;17515.0;78.50433879753109
15.3;17515.0;78.50433755398262
16.31;17515.0;78.50433795049321
