0.04;17515.0;78.53
1.06;17515.0;78.52
2.06;17515.0;78.52
3.07;17515.0;78.52
4.08;17515.0;78.52
5.09;17515.0;78.52
6.1;17515.0;78.52
7.11;17515.0;78.52
8.12;17515.0;78.52
9.13;17515.0;78.52
10.14;17515.0;78.52
11.15;17515.0;78.52
12.16;17515.0;78.52
13.17;17515.0;78.52
14.18;17515.0;78.52
15.19;17515.0;78.52
16.2;17515.0;78.52
17.21;17515.0;78.52
18.23;17502.05;78.59
19.24;17364.79;86.72
20.26;17252.79;106.28
21.26;17175.09;128.35
22.27;17175.09;128.35
23.27;17175.09;128.35
24.27;17175.09;128.35
25.28;17175.09;128.35
26.29;17175.09;128.35
27.29;17175.09;128.35
