0.05;17515.0;78.4;0.0
1.08;17515.0;78.4;0.0
2.09;17515.0;78.4;0.0
3.12;17515.0;78.4;0.0
4.14;17515.0;78.4;0.0
5.26;17515.0;78.4;0.0
6.29;17515.0;78.4;0.0
7.32;17515.0;78.4;0.0
8.42;17515.0;78.4;0.0
9.46;17515.0;78.4;0.0
10.48;17515.0;78.4;0.0
11.56;17515.0;78.4;0.0
12.61;17515.0;78.4;0.0
13.69;17515.0;78.4;0.0
14.84;17515.0;78.4;0.0
15.94;17515.0;78.4;0.0
16.98;17515.0;78.4;0.0
18.01;17515.0;78.4;0.0
19.14;17515.0;78.4;0.0
20.29;17515.0;78.4;0.0
21.3;17515.0;78.4;0.0
22.44;17515.0;78.4;0.0
23.52;17515.0;78.4;0.0
24.56;17515.0;78.4;0.0
25.68;17515.0;78.4;0.0
26.83;17515.0;78.4;0.0
27.87;17515.0;78.4;0.0
28.95;17515.0;78.4;0.0
30.0;17515.0;78.4;0.0
31.21;17515.0;78.4;0.0
32.24;17515.0;78.4;0.0
33.29;17515.0;78.4;0.0
34.32;17515.0;78.4;0.0
35.39;17515.0;78.4;0.0
36.51;17515.0;78.4;0.0
37.57;17515.0;78.4;0.0
38.64;17515.0;78.4;0.0
39.81;17515.0;78.4;0.0
40.86;17515.0;78.4;0.0
42.0;17515.0;78.4;0.0
43.12;17515.0;78.4;0.0
44.28;17515.0;78.4;0.0
45.4;17515.0;78.4;0.0
46.44;17515.0;78.4;0.0
47.45;17515.0;78.4;0.0
48.47;17515.0;78.4;0.0
49.54;17515.0;78.4;0.0
50.61;17515.0;78.4;0.0
51.7;17515.0;78.4;0.0
52.83;17515.0;78.4;0.0
53.91;17515.0;78.4;0.0
54.98;17515.0;78.4;0.0
56.05;17515.0;78.4;0.0
57.09;17515.0;78.4;0.0
58.21;17515.0;78.4;0.0
59.22;17515.0;78.4;0.0
60.24;17515.0;78.4;0.0
61.26;17515.0;78.4;0.0
62.29;17498.81;78.51;1.7
63.38;17378.39;84.86;14.28
64.43;17322.06;92.35;19.38
65.49;17273.51;102.88;22.61
66.5;17226.89;114.52;25.72
67.55;17180.27;127.66;28.86
68.59;17151.14;136.63;30.82
69.78;17092.85;156.36;34.77
70.89;17048.18;173.08;37.8
71.99;16993.79;195.34;41.52
73.01;16941.35;218.77;45.11
74.09;16886.97;245.13;48.86
75.13;16857.83;260.11;50.87
76.26;16820.93;279.96;53.42
77.33;16770.43;308.69;56.92
78.34;16735.47;329.65;59.35
79.35;16683.02;362.72;63.0
80.43;16642.24;389.81;65.84
81.47;16591.73;425.01;69.37
82.52;16537.35;464.97;73.18
83.55;16492.68;499.39;76.31
84.62;16438.29;543.23;80.12
85.65;16389.73;584.19;83.53
86.71;16335.35;632.08;87.35
87.77;16280.96;682.12;91.18
88.86;16224.64;736.2;95.13
89.91;16174.14;786.63;98.69
91.0;16129.46;832.79;101.84
92.05;16075.08;890.94;105.66
93.08;16014.87;957.82;109.89
94.1;15962.42;1018.2;113.59
95.21;15908.04;1082.93;117.42
96.23;15849.77;1154.66;121.52
97.25;15793.44;1226.34;125.48
98.34;15735.17;1302.91;129.59
99.37;15680.79;1376.61;133.43
100.4;15622.52;1457.94;137.52
101.51;15562.31;1544.58;141.78
102.59;15511.81;1619.28;145.36
103.65;15453.54;1707.78;149.47
104.68;15401.09;1789.53;153.17
105.73;15354.48;1863.89;156.48
106.74;15298.15;1955.87;160.5
107.78;15243.75;2046.87;164.34
108.83;15189.37;2140.02;168.2
109.86;15136.92;2231.91;171.96
110.89;15082.54;2329.35;175.85
111.96;15028.1;2428.95;179.71
113.0;14967.87;2541.76;184.03
