0.1;17515.0;78.56;0.0
1.11;17515.0;78.56;0.0
2.11;17515.0;78.56;0.0
3.12;17515.0;78.56;0.0
4.13;17515.0;78.56;0.0
5.13;17515.0;78.56;0.0
6.14;17515.0;78.56;0.0
7.15;17515.0;78.56;0.0
8.16;17515.0;78.56;0.0
9.17;17430.83;80.17;0.0
10.18;17275.45;90.97;0.0
11.19;17081.21;118.87;0.0
12.2;16893.22;161.17;0.0
13.21;16710.64;216.37;0.0
14.22;16545.33;277.54;0.0
15.23;16371.16;352.86;0.0
16.24;16216.28;439.7;0.0
17.25;16210.0;528.43;0.0
18.26;16204.08;609.6;0.0
19.26;16201.54;640.7;0.0
20.27;16201.54;640.7;0.0
21.28;16201.54;640.7;0.0
22.28;16201.54;640.7;0.0
23.29;16201.54;640.7;0.0
24.3;16201.54;640.7;0.0
25.3;16201.54;640.7;0.0
26.3;16201.54;640.7;0.0
27.31;16201.54;640.7;0.0
28.32;45000.0;78.5;0.0
29.32;45000.0;78.5;0.0
30.33;45000.0;78.5;0.0
31.34;45000.0;78.5;0.0
32.35;45000.0;78.5;0.0
33.36;45000.0;78.5;0.0
34.37;17515.0;78.57;0.0
35.38;17515.0;78.54;0.0
36.38;17515.0;78.52;0.0
37.39;17515.0;78.52;0.0
38.4;17515.0;78.51;0.0
39.41;17515.0;78.51;0.0
40.43;17515.0;78.51;0.0
41.43;17515.0;78.51;0.0
42.43;17515.0;78.51;0.0
43.45;17515.0;78.51;0.0
