0.05;17515.0;78.47;0.0
1.06;17515.0;78.47;0.0
2.08;17515.0;78.47;0.0
3.09;17515.0;78.47;0.0
4.09;17466.44;79.29;5.11
5.1;17328.54;91.47;18.69
6.11;17216.53;115.41;27.66
7.13;17121.36;145.73;34.07
8.14;17024.24;183.17;40.66
9.14;16934.89;223.46;46.77
10.15;16853.32;265.17;52.38
11.16;16771.74;311.61;58.02
12.17;16690.16;362.79;63.68
13.19;16610.53;417.35;69.23
14.19;16530.89;476.46;74.79
15.2;16445.43;544.98;80.76
16.21;16365.79;613.56;86.35
17.22;16278.39;694.11;92.48
18.23;16192.93;778.2;98.47
19.23;16105.52;869.66;104.61
20.23;16039.49;942.43;109.24
21.25;15967.62;1025.2;114.29
22.26;15884.1;1126.08;120.16
23.27;15794.75;1239.59;126.42
24.28;15715.12;1345.63;132.04
25.3;15633.54;1459.02;137.77
26.31;15548.08;1582.97;143.79
27.31;15462.62;1712.24;149.83
28.32;15382.98;1837.47;155.43
29.33;15299.46;1973.77;161.38
30.34;15219.82;2108.47;167.0
31.35;15132.41;2261.65;173.24
32.35;15043.03;2424.04;179.6
33.36;14961.44;2577.42;185.43
34.36;14879.83;2735.73;191.32
35.36;14790.39;2914.76;197.72
36.38;14702.94;3095.65;204.09
37.38;14615.43;3282.24;210.39
38.39;14527.95;3474.56;216.82
39.39;14440.41;3672.64;223.19
40.4;14358.74;3862.74;229.26
41.41;14271.17;4072.06;235.71
42.42;14183.66;4287.22;242.28
43.43;14107.76;4478.48;247.95
44.44;14022.18;4699.59;254.44
45.44;13934.63;4931.67;261.1
46.45;13845.18;5175.11;267.99
47.46;13761.54;5408.45;274.46
48.47;13674.04;5658.61;281.29
49.48;13586.5;5914.89;287.97
50.48;13513.1;6176.77;291.24
51.49;7739.75;6392.02;284.38
52.5;7687.55;6592.13;287.31
53.51;7648.5;6742.11;289.41
54.51;7594.38;6951.51;292.16
55.53;7541.69;7156.94;294.68
56.54;7492.04;7352.21;296.98
57.55;7446.94;7531.05;299.08
58.56;7401.93;7711.15;301.2
59.57;7356.97;7892.52;303.31
60.58;7315.01;8062.93;305.22
61.58;7269.96;8246.64;307.06
62.59;7217.32;8462.28;309.0
63.6;7164.67;8679.23;310.78
64.61;7110.4;8903.62;312.47
65.61;7057.58;9122.94;314.15
66.62;7001.72;9356.15;316.13
67.62;6950.43;9571.84;318.24
68.63;6897.69;9795.51;320.81
69.64;6845.07;10021.14;323.84
70.65;6792.61;10249.03;327.17
71.66;6739.99;10479.25;330.5
72.66;6690.29;10698.45;333.67
73.67;6640.54;10919.79;336.96
74.68;6590.78;11143.35;340.44
75.69;6544.0;11355.54;343.99
76.7;6498.87;11563.1;347.83
77.71;6449.42;11794.23;352.51
78.72;6396.79;12042.8;357.54
79.72;6344.09;12294.85;362.48
80.73;6291.22;12550.35;367.45
81.73;6244.57;12779.66;372.18
82.74;6190.58;13049.83;378.24
83.75;6139.63;13309.16;384.36
84.75;6085.59;13588.34;391.0
85.76;6032.98;13864.39;397.61
86.77;5981.94;14137.09;404.34
87.77;5930.98;14414.48;411.37
88.78;5882.96;14679.98;418.17
89.79;5828.9;14983.95;426.06
90.8;5780.85;15259.01;433.36
91.81;5732.83;15538.85;441.0
92.82;5678.88;15859.66;450.0
93.82;5624.93;16187.08;459.33
94.83;5570.92;16521.31;468.92
95.84;5521.4;16833.84;477.97
96.85;5467.4;17181.73;488.21
97.86;5420.95;17487.31;497.34
98.87;5372.98;17808.77;507.05
99.87;5321.99;18157.26;517.72
100.88;5269.54;18523.72;529.11
101.89;5217.09;18898.29;540.88
102.9;5166.14;19270.15;552.61
103.91;5113.69;19661.39;564.98
104.92;5061.24;20061.39;577.68
105.93;5010.29;20458.59;590.31
106.94;4959.34;20864.48;603.24
107.94;4905.4;21303.94;617.24
108.95;4857.44;21703.13;629.98
109.95;4803.5;22162.09;644.66
110.96;4751.05;22618.55;659.26
111.96;4698.6;23085.35;674.19
112.97;4644.66;23576.5;689.87
113.98;4590.71;24079.07;705.9
114.99;4535.26;24607.77;722.76
116.0;4478.32;25163.9;740.49
117.0;4422.87;25718.5;758.16
118.0;4370.43;26255.3;775.27
119.01;4314.98;26835.94;793.76
120.02;4264.03;27381.7;811.13
121.03;4208.59;27989.18;830.44
122.04;4164.47;28559.27;845.12
123.04;4121.98;29155.78;859.06
124.05;4073.42;29849.59;875.35
125.05;4071.96;30529.24;867.74
126.06;4069.26;31237.13;859.28
127.08;4065.41;31954.75;849.78
128.08;4061.69;32664.06;839.58
129.09;4058.17;33364.75;829.31
130.1;4056.82;33991.39;820.26
131.11;4056.25;34627.53;811.35
132.12;4054.84;35192.67;803.79
133.13;4053.15;35768.55;796.29
134.13;4050.56;36354.97;789.04
135.14;2533.19;36973.68;795.36
136.15;2508.1;37727.11;807.6
137.16;2496.97;38067.49;813.14
138.16;2479.46;38607.08;821.92
139.17;2462.57;39135.9;830.56
140.19;2444.61;39703.87;839.88
141.2;2426.65;40278.21;849.33
142.21;2402.4;41065.55;862.3
143.22;2378.14;41864.92;875.53
144.23;2352.3;42729.92;889.88
145.24;2335.42;43302.46;899.41
146.24;2326.46;43609.1;904.52
147.25;2326.46;43609.1;904.52
148.27;2326.46;43609.1;904.52
149.27;2326.46;43609.1;904.52
