0.07;17515.0;78.57;0.0
1.08;17515.0;78.57;0.0
2.09;17515.0;78.57;0.0
3.1;17515.0;78.57;0.0
4.11;17515.0;78.57;0.0
5.11;17515.0;78.57;0.01
6.12;17515.0;78.57;0.0
7.12;17497.1;78.59;0.18
8.14;17378.07;83.37;9.92
9.14;17227.83;99.84;25.27
10.15;17036.42;136.55;47.67
11.16;16843.91;195.74;70.21
12.17;16645.09;279.34;93.17
13.18;16445.67;383.88;115.35
14.19;16239.62;513.15;137.62
15.2;16037.49;661.84;159.27
16.2;15835.23;832.08;180.75
17.2;15632.53;1023.62;201.92
18.2;15430.04;1235.74;221.78
19.22;15232.6;1458.9;233.78
20.23;15033.0;1666.79;212.7
21.25;14825.72;1835.04;159.86
22.25;14628.23;1954.26;110.23
23.26;14428.36;2030.21;62.81
24.26;14226.52;2065.93;16.87
25.27;14019.97;2060.17;34.13
26.28;13943.14;2046.83;52.01
27.3;13943.14;2046.83;52.01
28.31;13943.14;2046.83;52.01
29.33;13943.14;2046.83;52.01
30.33;13943.14;2046.83;52.01
31.34;13943.14;2046.83;52.01
32.36;13943.14;2046.83;52.01
33.36;13943.14;2046.83;52.01
34.37;13943.14;2046.83;52.01
35.38;45000.0;78.5;0.0
36.38;45000.0;78.5;0.0
37.39;17515.0;78.55;0.19
